n = 2020
206)	1417	1844
207)	426	760
208)	994	1028
209)	378	1836
210)	1020	990
211)	1549	1440
212)	39	989
213)	1032	1005
214)	1019	1020
215)	256	1758
216)	998	603
217)	1056	1013
218)	1028	1014
219)	970	1001
220)	928	49
221)	1038	1004
222)	913	374
223)	978	1820
224)	629	410
225)	1056	1006
226)	1027	1025
227)	995	995
228)	1012	1035
229)	1046	1067
230)	967	994
231)	1049	1031
232)	1264	1516
233)	40	775
234)	699	1357
235)	1434	84
236)	990	987
237)	1024	994
238)	1607	1940
239)	797	1481
240)	1241	795
241)	420	1452
242)	1010	1013
243)	1436	1860
244)	1275	1884
245)	1602	784
246)	1580	737
247)	1060	1367
248)	776	1943
249)	764	1125
250)	1466	758
251)	41	2005
252)	1015	978
253)	1478	1852
254)	1011	986
255)	1004	994
256)	366	529
257)	999	1020
258)	1012	1029
259)	1891	981
260)	472	204
261)	1652	268
262)	1010	336
263)	43	1560
264)	1009	996
265)	424	1473
266)	663	1733
267)	68	1863
268)	324	458
269)	999	979
270)	1422	253
271)	471	1868
272)	1017	977
273)	1019	1025
274)	1030	977
275)	854	855
276)	1989	362
277)	1725	1313
278)	552	135
279)	1155	1494
280)	650	1512
281)	1847	1121
282)	1921	658
283)	987	942
284)	1894	797
285)	1776	382
286)	1040	1029
287)	1065	836
288)	620	1751
289)	976	970
290)	1034	1021
291)	916	943
292)	508	1090
293)	1018	1006
294)	1396	1015
295)	1308	869
296)	404	480
297)	999	590
298)	52	194
299)	584	1937
300)	1032	1015
301)	1119	326
302)	1333	1224
303)	1950	1191
304)	1262	1395
305)	1290	767
306)	1155	945
307)	977	1053
308)	464	1183
309)	806	1834
310)	1011	1050
311)	1126	93
312)	1388	1291
313)	691	424
314)	1924	146
315)	1571	1043
316)	1016	1015
317)	312	1034
318)	22	1987
319)	1320	395
320)	1009	975
321)	1517	1896
322)	1017	1020
323)	979	1882
324)	1005	1071
325)	438	194
326)	255	356
327)	543	839
328)	990	1032
329)	547	1878
330)	1008	1012
331)	989	1020
332)	1043	1033
333)	403	1633
334)	1044	973
335)	1032	1028
336)	364	1577
337)	812	1742
338)	1019	1023
339)	1989	2016
340)	961	1040
341)	995	297
342)	979	1009
343)	1601	1285
344)	713	643
345)	1013	1003
346)	991	1011
347)	1381	126
348)	577	1155
349)	2010	316
350)	992	978
351)	1000	1007
352)	1021	1024
353)	1120	987
354)	1087	1678
355)	1648	1725
356)	881	426
357)	651	1942
358)	3	1750
359)	586	1891
360)	1010	969
361)	258	857
362)	1016	990
363)	1000	1023
364)	1366	529
365)	1005	1043
366)	1948	1486
367)	983	984
368)	324	978
369)	1209	434
370)	942	1043
371)	825	1385
372)	1040	948
373)	1779	509
374)	986	1043
375)	14	50
376)	215	704
377)	85	1455
378)	1018	1002
379)	1328	352
380)	1312	1978
381)	247	1637
382)	85	1260
383)	385	943
384)	1022	1019
385)	827	1732
386)	777	256
387)	1012	997
388)	1043	1004
389)	902	1713
390)	1112	1566
391)	246	353
392)	1745	1993
393)	1031	1022
394)	1042	1018
395)	1092	366
396)	1001	1001
397)	253	402
398)	888	1593
399)	1468	536
400)	985	1020
401)	1034	1011
402)	1039	1010
403)	935	1648
404)	1074	1134
405)	1030	1021
406)	1120	1256
407)	133	836
408)	777	522
409)	988	998
410)	1535	1780
411)	350	1054
412)	1221	445
413)	1033	478
414)	404	722
415)	1099	1556
416)	1024	1040
417)	258	433
418)	1505	1770
419)	1052	1013
420)	589	344
421)	667	1622
422)	1032	337
423)	1140	596
424)	1651	357
425)	475	1142
426)	1544	605
427)	74	1548
428)	187	1590
429)	1219	282
430)	1597	1781
431)	991	1034
432)	1039	1002
433)	82	1630
434)	814	197
435)	1858	780
436)	1349	680
437)	1012	992
438)	1755	1139
439)	1009	994
440)	1801	1738
441)	1004	1032
442)	675	1342
443)	181	1210
444)	979	1023
445)	1001	995
446)	1916	1912
447)	1578	1652
448)	227	1349
449)	1388	1171
450)	971	1013
451)	277	88
452)	39	1089
453)	977	1011
454)	1896	1077
455)	1045	1017
456)	1081	1593
457)	747	738
458)	996	1009
459)	885	1834
460)	1742	1816
461)	961	1015
462)	1876	870
463)	996	1002
464)	270	381
465)	183	683
466)	149	991
467)	293	923
468)	254	238
469)	1018	1023
470)	634	851
471)	1018	977
472)	976	963
473)	1043	1016
474)	381	35
475)	726	768
476)	975	1000
477)	39	1605
478)	1017	1045
479)	984	1043
480)	286	1221
481)	997	1022
482)	1363	1201
483)	1006	1026
484)	94	865
485)	1021	1030
486)	159	1149
487)	1024	1022
488)	236	61
489)	814	11
490)	1013	1002
491)	999	1008
492)	157	1553
493)	1019	965
494)	1005	1023
495)	611	1471
496)	129	855
497)	1892	1037
498)	1021	1044
499)	1069	1804
500)	999	1051
501)	959	1555
502)	994	991
503)	1413	164
504)	998	1035
505)	1041	1078
506)	979	983
507)	1829	462
508)	868	1258
509)	1969	94
510)	604	1526
511)	1052	1045
512)	982	997
513)	85	324
514)	664	150
515)	1310	1734
516)	1446	1349
517)	1709	200
518)	1936	199
519)	1454	329
520)	1008	1011
521)	312	1327
522)	992	1006
523)	1042	966
524)	992	601
525)	1818	276
526)	1015	989
527)	441	1539
528)	1010	970
529)	1003	1008
530)	1012	1041
531)	1284	433
532)	1009	1002
533)	2008	1030
534)	1084	1849
535)	48	653
536)	1006	953
537)	1030	987
538)	837	538
539)	1677	1887
540)	1487	1953
541)	1791	568
542)	1412	1282
543)	713	8
544)	1006	1018
545)	1938	1631
546)	1018	1013
547)	1027	999
548)	1989	665
549)	986	975
550)	984	1051
551)	975	998
552)	1059	979
553)	13	1091
554)	390	1675
555)	1042	1011
556)	674	630
557)	69	1823
558)	107	1208
559)	820	1331
560)	732	333
561)	1164	1643
562)	437	1253
563)	93	538
564)	1273	434
565)	400	1398
566)	1002	1012
567)	434	1627
568)	1028	1011
569)	1244	157
570)	572	995
571)	1028	1047
572)	915	1991
573)	1399	1492
574)	1582	726
575)	146	1299
576)	1017	1021
577)	996	991
578)	1000	1032
579)	1834	31
580)	1008	1055
581)	356	1223
582)	511	660
583)	1009	1020
584)	984	100
585)	1223	989
586)	1029	998
587)	1007	987
588)	1073	971
589)	1503	1924
590)	987	1071
591)	1028	978
592)	1841	1017
593)	997	1026
594)	907	1431
595)	1869	105
596)	590	399
597)	992	1001
598)	315	1073
599)	1443	1996
600)	978	1016
601)	1918	1349
602)	983	1002
603)	975	1008
604)	507	354
605)	1033	1005
606)	1103	1086
607)	390	1108
608)	393	1736
609)	1907	784
610)	982	1011
611)	779	1850
612)	1825	1247
613)	987	996
614)	861	1251
615)	73	365
616)	440	704
617)	1043	565
618)	1981	298
619)	1031	1027
620)	1924	1442
621)	1012	666
622)	1027	1520
623)	664	613
624)	989	988
625)	317	1974
626)	1309	1381
627)	958	1012
628)	132	1674
629)	1030	984
630)	955	357
631)	82	740
632)	142	618
633)	1700	692
634)	1243	1665
635)	1010	1026
636)	1616	1741
637)	1011	1025
638)	1869	839
639)	991	1295
640)	1704	1093
641)	286	239
642)	1041	998
643)	1130	1160
644)	1317	1258
645)	205	769
646)	1052	1006
647)	1058	1018
648)	1042	1008
649)	312	1082
650)	1623	1659
651)	6	1170
652)	126	745
653)	1208	1670
654)	1418	1231
655)	566	1970
656)	983	1000
657)	1026	1007
658)	248	817
659)	366	502
660)	829	403
661)	1060	1007
662)	1018	1467
663)	586	75
664)	255	1684
665)	397	935
666)	1275	1536
667)	543	2016
668)	461	1635
669)	1020	1016
670)	1252	1391
671)	1002	993
672)	596	1713
673)	1009	1043
674)	1042	1057
675)	980	1007
676)	165	602
677)	457	1081
678)	18	1921
679)	1038	1017
680)	1001	980
681)	614	1126
682)	1036	975
683)	1697	1678
684)	530	417
685)	1024	997
686)	294	134
687)	1018	992
688)	1064	21
689)	1772	1498
690)	558	667
691)	11	115
692)	230	1201
693)	1582	759
694)	835	256
695)	1003	990
696)	994	999
697)	1007	1010
698)	1028	1016
699)	1728	520
700)	1094	819
701)	1013	998
702)	991	987
703)	1014	974
704)	1374	1160
705)	1789	705
706)	78	263
707)	1024	1990
708)	529	242
709)	534	1676
710)	1425	795
711)	58	1972
712)	268	1812
713)	821	1013
714)	1686	1059
715)	1077	1465
716)	640	1358
717)	1673	894
718)	1033	979
719)	868	486
720)	979	943
721)	1042	1036
722)	1397	1746
723)	966	978
724)	1036	1025
725)	398	853
726)	1020	999
727)	1027	1018
728)	729	519
729)	534	176
730)	142	25
731)	1181	1917
732)	2019	23
733)	1169	1287
734)	1799	1668
735)	852	346
736)	1048	1225
737)	1105	1265
738)	976	1053
739)	1005	1031
740)	1789	1246
741)	252	326
742)	1013	1043
743)	1642	1122
744)	282	1769
745)	288	174
746)	1013	1254
747)	1413	1426
748)	1031	1007
749)	650	330
750)	893	364
751)	339	893
752)	417	426
753)	1776	90
754)	1004	979
755)	1012	1028
756)	1013	1059
757)	999	1024
758)	1026	998
759)	985	1021
760)	614	1464
761)	1042	1048
762)	1484	66
763)	1028	976
764)	1037	1028
765)	1599	17
766)	1024	1009
767)	962	1041
768)	444	924
769)	722	1860
770)	40	1038
771)	980	1008
772)	1026	1003
773)	1304	882
774)	501	346
775)	401	1851
776)	790	123
777)	487	1064
778)	516	358
779)	847	1217
780)	981	1160
781)	995	1008
782)	1377	1634
783)	397	721
784)	527	1055
785)	985	972
786)	1011	996
787)	1222	1985
788)	1023	1026
789)	274	1553
790)	1108	1273
791)	386	1498
792)	864	1070
793)	1015	995
794)	1697	1770
795)	521	734
796)	2005	1526
797)	1016	965
798)	1628	735
799)	1902	606
800)	49	1716
801)	1008	1002
802)	999	1017
803)	666	1807
804)	21	315
805)	1526	1044
806)	1020	1024
807)	1494	944
808)	1294	1061
809)	1385	1010
810)	872	541
811)	1007	1520
812)	110	458
813)	986	974
814)	228	357
815)	328	1172
816)	296	1154
817)	1207	1822
818)	481	1391
819)	957	1041
820)	1039	942
821)	286	1499
822)	1003	1035
823)	1021	997
824)	1454	40
825)	170	1317
826)	1033	1018
827)	1105	1549
828)	1509	218
829)	156	1702
830)	39	628
831)	1776	607
832)	1359	105
833)	1006	1012
834)	1900	756
835)	953	420
836)	1752	1513
837)	459	177
838)	584	1701
839)	1052	380
840)	279	1257
841)	836	1270
842)	85	1122
843)	382	333
844)	1029	1016
845)	1395	971
846)	1746	272
847)	903	1652
848)	1127	1582
849)	381	416
850)	905	1163
851)	823	44
852)	1378	120
853)	560	704
854)	165	884
855)	351	121
856)	1174	70
857)	1038	1011
858)	1034	1016
859)	994	1016
860)	1413	1379
861)	984	1004
862)	1187	737
863)	1440	26
864)	1455	1525
865)	1040	1010
866)	1401	401
867)	21	1833
868)	466	149
869)	209	508
870)	456	1635
871)	1044	992
872)	83	741
873)	1054	1004
874)	901	1398
875)	1792	1742
876)	289	1319
877)	991	992
878)	1037	1027
879)	965	1156
880)	1132	207
881)	718	204
882)	1220	1500
883)	795	420
884)	2010	56
885)	1074	992
886)	1623	724
887)	192	1215
888)	1592	400
889)	579	1413
890)	71	631
891)	1457	43
892)	169	1376
893)	988	1038
894)	195	1412
895)	1045	996
896)	583	1974
897)	1480	1057
898)	1722	1371
899)	439	1087
900)	1131	1454
901)	1463	908
902)	552	542
903)	549	175
904)	2014	30
905)	52	1039
906)	1462	324
907)	1300	1492
908)	372	1551
909)	658	1499
910)	566	1799
911)	1382	55
912)	1471	544
913)	382	1124
914)	1013	986
915)	1018	1026
916)	968	1023
917)	1491	1686
918)	988	1009
919)	1606	1155
920)	1339	536
921)	1007	712
922)	372	1911
923)	969	1013
924)	948	632
925)	1068	749
926)	750	284
927)	1668	922
928)	1367	1130
929)	1995	660
930)	999	1018
931)	354	1396
932)	947	1880
933)	1807	364
934)	990	1138
935)	634	945
936)	15	1012
937)	1339	249
938)	940	1027
939)	1002	1011
940)	1947	1943
941)	1005	1028
942)	1242	1568
943)	1088	1856
944)	1299	782
945)	1746	1768
946)	197	538
947)	705	110
948)	1502	1200
949)	1006	986
950)	1616	933
951)	1380	1252
952)	1929	1306
953)	984	964
954)	1049	994
955)	1259	928
956)	1006	1057
957)	1830	1051
958)	982	1039
959)	485	1556
960)	1013	1004
961)	357	195
962)	782	1767
963)	1007	1033
964)	296	453
965)	1902	234
966)	1733	268
967)	385	1934
968)	494	1814
969)	1423	310
970)	1035	252
971)	1926	1237
972)	377	746
973)	1035	1017
974)	1015	999
975)	451	461
976)	996	999
977)	74	456
978)	1027	1014
979)	1832	1729
980)	694	788
981)	1804	321
982)	1599	1401
983)	1719	986
984)	1043	1009
985)	623	1384
986)	1975	1889
987)	631	97
988)	217	59
989)	1484	1306
990)	1031	1019
991)	1697	1581
992)	747	834
993)	1962	1451
994)	1930	549
995)	995	1016
996)	976	1037
997)	1787	1919
998)	1038	1073
999)	954	1008
1000)	1067	963
1001)	927	177
1002)	1065	1038
1003)	210	1730
1004)	1336	1840
1005)	603	332
1006)	1740	1344
1007)	982	993
1008)	1022	1010
1009)	1356	401
1010)	1608	215
1011)	1434	1041
1012)	997	1006
1013)	1284	1774
1014)	1024	970
1015)	1686	215
1016)	2000	625
1017)	1706	1467
1018)	1026	983
1019)	1000	987
1020)	38	1603
1021)	1843	1342
1022)	997	1010
1023)	460	630
1024)	1021	1037
1025)	999	990
1026)	1992	351
1027)	236	2004
1028)	1829	529
1029)	1761	920
1030)	1210	1029
1031)	1689	1119
1032)	1745	1929
1033)	1548	304
1034)	39	316
1035)	827	609
1036)	324	1809
1037)	1498	274
1038)	884	1283
1039)	658	916
1040)	1008	981
1041)	1627	818
1042)	934	642
1043)	1809	245
1044)	134	253
1045)	1474	1273
1046)	1926	327
1047)	1676	1787
1048)	1204	388
1049)	1723	1242
1050)	1048	1187
1051)	1012	991
1052)	999	1032
1053)	982	967
1054)	1003	1031
1055)	986	984
1056)	1	864
1057)	1617	1275
1058)	630	1250
1059)	1018	1005
1060)	788	1245
1061)	23	448
1062)	1387	1541
1063)	1041	997
1064)	1439	767
1065)	1026	1015
1066)	91	483
1067)	992	1034
1068)	1309	1853
1069)	109	220
1070)	1211	397
1071)	833	1218
1072)	1397	1673
1073)	1987	1865
1074)	1003	1019
1075)	1983	1696
1076)	466	1114
1077)	1024	1052
1078)	1014	1149
1079)	967	143
1080)	1008	1039
1081)	495	1031
1082)	1003	974
1083)	1302	340
1084)	1143	1513
1085)	751	768
1086)	1001	1029
1087)	1228	664
1088)	1660	1228
1089)	1786	160
1090)	1012	1056
1091)	287	1309
1092)	572	1418
1093)	356	635
1094)	1157	77
1095)	1004	1025
1096)	1024	1000
1097)	1131	1148
1098)	990	1012
1099)	1037	1045
1100)	1053	974
1101)	1265	1212
1102)	153	237
1103)	78	910
1104)	988	1019
1105)	1835	985
1106)	1408	373
1107)	854	529
1108)	1007	1047
1109)	142	98
1110)	2010	1201
1111)	413	958
1112)	1897	2000
1113)	902	427
1114)	267	1763
1115)	84	1803
1116)	83	181
1117)	977	1035
1118)	1910	413
1119)	791	1703
1120)	480	1402
1121)	1624	1969
1122)	1181	537
1123)	174	1037
1124)	1094	1018
1125)	978	1022
1126)	997	1014
1127)	1694	235
1128)	75	1738
1129)	1524	1474
1130)	1222	925
1131)	997	997
1132)	985	996
1133)	1003	1002
1134)	966	973
1135)	1013	977
1136)	387	746
1137)	1719	252
1138)	1016	1022
1139)	1463	565
1140)	47	1877
1141)	1017	1010
1142)	985	628
1143)	994	997
1144)	1612	1835
1145)	983	1015
1146)	974	1021
1147)	1192	1589
1148)	1181	1497
1149)	1028	1031
1150)	755	408
1151)	431	1796
1152)	1101	666
1153)	978	982
1154)	527	755
1155)	730	52
1156)	818	1364
1157)	173	1696
1158)	1188	1938
1159)	382	1046
1160)	1419	1604
1161)	1283	1059
1162)	1790	674
1163)	946	1039
1164)	1745	1341
1165)	1039	967
1166)	977	1033
1167)	817	1025
1168)	1025	1018
1169)	1144	568
1170)	1489	1882
1171)	365	934
1172)	689	1710
1173)	1511	1721
1174)	1092	1889
1175)	941	1600
1176)	1266	1018
1177)	155	1242
1178)	1944	623
1179)	998	1028
1180)	960	1394
1181)	1024	974
1182)	653	1959
1183)	704	459
1184)	353	1916
1185)	1790	765
1186)	1031	1012
1187)	492	986
1188)	1044	1026
1189)	1174	596
1190)	773	52
1191)	1007	1002
1192)	1934	230
1193)	1058	1001
1194)	1664	1753
1195)	256	1192
1196)	1315	645
1197)	2012	1328
1198)	1023	1025
1199)	1815	1940
1200)	1099	78
1201)	999	987
1202)	1021	1038
1203)	925	647
1204)	101	163
1205)	113	783
1206)	1048	1027
1207)	977	1038
1208)	1166	996
1209)	1028	1025
1210)	502	1295
1211)	294	1984
1212)	94	835
1213)	1012	962
1214)	1038	980
1215)	1007	1028
1216)	1106	1537
1217)	172	286
1218)	1004	995
1219)	584	1750
1220)	488	1491
1221)	1107	1183
1222)	469	1057
1223)	1496	608
1224)	1649	162
1225)	971	1008
1226)	1030	1014
1227)	1703	1034
1228)	702	313
1229)	1728	1121
1230)	584	1182
1231)	1771	147
1232)	1243	1352
1233)	965	1005
1234)	919	511
1235)	1003	994
1236)	1581	1793
1237)	1257	205
1238)	906	329
1239)	1975	1214
1240)	1019	1016
1241)	853	1337
1242)	228	447
1243)	1666	98
1244)	1579	1252
1245)	702	1445
1246)	1023	987
1247)	1372	876
1248)	694	981
1249)	974	959
1250)	811	140
1251)	1037	1041
1252)	1079	1221
1253)	941	1001
1254)	1038	1020
1255)	883	862
1256)	1374	1106
1257)	125	986
1258)	1113	1607
1259)	323	639
1260)	288	578
1261)	1137	166
1262)	1510	834
1263)	997	1028
1264)	233	888
1265)	981	1654
1266)	469	283
1267)	1017	1009
1268)	1250	728
1269)	1007	1026
1270)	1545	535
1271)	1015	1037
1272)	1013	1046
1273)	838	1834
1274)	478	1482
1275)	792	1950
1276)	396	1392
1277)	1019	992
1278)	358	513
1279)	1006	989
1280)	324	1750
1281)	1482	1443
1282)	1226	199
1283)	1573	1796
1284)	858	205
1285)	1013	1038
1286)	1877	1377
1287)	1551	214
1288)	852	102
1289)	1362	554
1290)	315	671
1291)	1131	1710
1292)	515	590
1293)	1008	1049
1294)	1430	1442
1295)	995	1046
1296)	1805	955
1297)	1004	999
1298)	920	794
1299)	993	1037
1300)	1079	346
1301)	399	1288
1302)	1024	1063
1303)	1185	2016
1304)	26	1744
1305)	1002	989
1306)	902	958
1307)	331	201
1308)	1407	1794
1309)	1035	1042
1310)	1754	1570
1311)	1002	1005
1312)	1362	1584
1313)	997	1017
1314)	1892	1952
1315)	431	183
1316)	989	1012
1317)	1443	1123
1318)	1151	305
1319)	1547	1875
1320)	867	36
1321)	753	1184
1322)	564	1204
1323)	904	1994
1324)	1027	975
1325)	1258	148
1326)	1019	997
1327)	1005	971
1328)	90	1210
1329)	1011	992
1330)	1532	2010
1331)	1013	1035
1332)	1867	78
1333)	969	603
1334)	37	384
1335)	1735	941
1336)	1016	996
1337)	1019	943
1338)	582	538
1339)	1014	1005
1340)	449	1403
1341)	867	941
1342)	1750	867
1343)	1009	1009
1344)	1030	1001
1345)	1666	1663
1346)	983	975
1347)	898	1692
1348)	972	1040
1349)	1461	188
1350)	1215	894
1351)	442	1876
1352)	103	1121
1353)	1561	1057
1354)	1651	1883
1355)	1573	1747
1356)	1589	769
1357)	1831	1423
1358)	1365	1434
1359)	1161	1661
1360)	571	509
1361)	331	84
1362)	1476	1167
1363)	214	535
1364)	1006	980
1365)	1647	1080
1366)	908	1077
1367)	1639	198
1368)	1123	183
1369)	999	1013
1370)	1610	211
1371)	1676	1079
1372)	1054	975
1373)	1041	1017
1374)	1213	1732
1375)	1005	1008
1376)	1981	1209
1377)	751	405
1378)	1210	1344
1379)	537	771
1380)	552	1363
1381)	1408	49
1382)	855	642
1383)	1019	1019
1384)	368	2008
1385)	789	1955
1386)	995	997
1387)	1956	349
1388)	406	243
1389)	1858	118
1390)	296	859
1391)	1431	679
1392)	503	519
1393)	464	626
1394)	1012	1018
1395)	1014	1042
1396)	1011	1029
1397)	673	73
1398)	537	1780
1399)	1030	1002
1400)	1000	986
1401)	126	1105
1402)	570	1638
1403)	1068	985
1404)	1586	1691
1405)	437	934
1406)	1443	356
1407)	516	1887
1408)	982	1051
1409)	1042	994
1410)	1802	713
1411)	1951	1942
1412)	1978	1430
1413)	986	1020
1414)	1023	1100
1415)	226	789
1416)	352	834
1417)	131	1500
1418)	1952	1979
1419)	1542	1450
1420)	1678	938
1421)	1018	983
1422)	929	747
1423)	1006	1031
1424)	975	1015
1425)	989	1006
1426)	976	993
1427)	1098	1581
1428)	1055	1843
1429)	1497	931
1430)	1015	1022
1431)	1817	1995
1432)	1037	1003
1433)	1747	1659
1434)	999	1001
1435)	1814	2016
1436)	982	1000
1437)	1415	1290
1438)	1393	1725
1439)	1023	1034
1440)	1002	973
1441)	976	996
1442)	1935	1504
1443)	1035	988
1444)	761	1472
1445)	832	554
1446)	646	897
1447)	1437	793
1448)	1508	1840
1449)	507	254
1450)	526	724
1451)	1314	447
1452)	1360	1827
1453)	227	521
1454)	932	1133
1455)	985	1006
1456)	447	419
1457)	253	2008
1458)	831	189
1459)	1857	786
1460)	855	556
1461)	1008	1038
1462)	1002	1029
1463)	1010	997
1464)	1024	1015
1465)	1005	1035
1466)	302	1567
1467)	1049	1008
1468)	1030	1008
1469)	123	1807
1470)	978	1006
1471)	1031	1004
1472)	790	378
1473)	344	202
1474)	1238	116
1475)	1091	1009
1476)	1059	1014
1477)	1195	52
1478)	1355	336
1479)	1018	1018
1480)	999	998
1481)	124	710
1482)	77	719
1483)	1608	1500
1484)	1048	1064
1485)	875	1620
1486)	1574	1855
1487)	334	1609
1488)	733	1693
1489)	280	1631
1490)	1188	1721
1491)	428	1184
1492)	315	830
1493)	121	1802
1494)	1093	1584
1495)	1084	774
1496)	1605	1452
1497)	1283	1345
1498)	1506	275
1499)	887	1987
1500)	969	996
1501)	1058	1023
1502)	984	992
1503)	916	994
1504)	1812	250
1505)	1027	993
1506)	1006	1142
1507)	1628	917
1508)	1017	980
1509)	1629	1056
1510)	1837	168
1511)	441	301
1512)	1370	191
1513)	1547	845
1514)	1003	988
1515)	180	966
1516)	1562	1449
1517)	2015	519
1518)	1003	996
1519)	1006	1022
1520)	708	1720
1521)	249	1734
1522)	979	440
1523)	1000	1034
1524)	398	730
1525)	979	1774
1526)	1532	1749
1527)	1011	989
1528)	1002	975
1529)	25	806
1530)	1018	980
1531)	1298	1551
1532)	1014	1030
1533)	1821	1292
1534)	1114	699
1535)	1986	12
1536)	1827	1696
1537)	1659	374
1538)	814	1953
1539)	1794	1691
1540)	645	1524
1541)	1030	980
1542)	1340	868
1543)	1376	1513
1544)	1467	1183
1545)	825	1088
1546)	1766	1844
1547)	871	1211
1548)	1279	1237
1549)	1422	1076
1550)	252	1986
1551)	989	949
1552)	798	806
1553)	1470	537
1554)	255	1055
1555)	119	1016
1556)	1978	311
1557)	1515	496
1558)	444	80
1559)	970	1201
1560)	1413	1554
1561)	755	220
1562)	1424	228
1563)	536	1008
1564)	1037	1026
1565)	1140	729
1566)	517	169
1567)	978	974
1568)	752	84
1569)	694	1563
1570)	1030	1024
1571)	1014	1007
1572)	170	732
1573)	353	437
1574)	1253	423
1575)	1355	217
1576)	1289	158
1577)	1030	1016
1578)	983	1052
1579)	1672	774
1580)	1465	1268
1581)	1828	591
1582)	1879	1466
1583)	1684	1290
1584)	535	254
1585)	1806	626
1586)	1013	1048
1587)	995	1986
1588)	432	88
1589)	1053	1243
1590)	1298	1223
1591)	1305	1073
1592)	353	974
1593)	323	241
1594)	1018	1016
1595)	1005	980
1596)	558	1272
1597)	1015	1023
1598)	1002	1074
1599)	410	1001
1600)	992	1028
1601)	871	1316
1602)	1008	1015
1603)	986	1025
1604)	620	510
1605)	1036	1034
1606)	846	1662
1607)	1103	1031
1608)	83	1349
1609)	91	1383
1610)	1048	971
1611)	1610	155
1612)	1346	467
1613)	790	122
1614)	1502	403
1615)	1210	1695
1616)	1033	1028
1617)	1021	1018
1618)	1953	1824
1619)	960	1041
1620)	1806	642
1621)	733	1233
1622)	1963	743
1623)	981	1007
1624)	515	1282
1625)	1014	1003
1626)	993	1009
1627)	994	974
1628)	1336	221
1629)	1000	1011
1630)	1017	1028
1631)	1139	1540
1632)	1644	979
1633)	1006	969
1634)	857	499
1635)	1734	1962
1636)	417	1178
1637)	1017	990
1638)	718	1882
1639)	591	1565
1640)	1621	38
1641)	1466	231
1642)	1022	1396
1643)	1756	1272
1644)	1946	2015
